Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
57,57,1997-02-28,,SAC,W,126,108,45,85,.529,10,17,.588,26,38,.684,15,50,32,11,5,14,21,,44,92,.478,7,16,.438,13,24,.542,15,38,29,9,10,13,25
58,58,1997-03-03,,MIL,W,108,90,41,84,.488,7,17,.412,19,25,.760,15,47,30,10,2,14,20,,36,79,.456,2,10,.200,16,23,.696,10,36,18,9,1,16,25
59,59,1997-03-05,,SAS,W,111,69,42,103,.408,9,24,.375,18,23,.783,26,64,33,16,9,11,13,,26,85,.306,2,7,.286,15,20,.750,20,48,15,9,6,21,20
60,60,1997-03-07,,IND,W,104,96,34,72,.472,4,13,.308,32,39,.821,15,50,26,9,5,18,23,,35,82,.427,10,22,.455,16,22,.727,11,33,22,9,0,13,28
61,61,1997-03-09,@,NYK,L,93,97,32,79,.405,4,18,.222,25,32,.781,15,40,15,6,0,11,28,,36,71,.507,5,13,.385,20,33,.606,11,39,19,5,1,14,29
62,62,1997-03-11,@,BOS,W,117,106,49,91,.538,2,15,.133,17,20,.850,16,51,29,8,5,17,23,,35,87,.402,6,20,.300,30,35,.857,13,37,23,14,2,12,19
63,63,1997-03-12,@,PHI,W,108,104,40,87,.460,8,15,.533,20,25,.800,17,47,29,11,4,13,27,,36,84,.429,6,14,.429,26,31,.839,17,42,15,8,1,16,23
64,64,1997-03-14,@,NJN,L,98,99,37,95,.389,6,20,.300,18,22,.818,23,50,25,5,7,12,19,,38,93,.409,6,15,.400,17,19,.895,24,54,25,6,5,12,21
65,65,1997-03-15,,ATL,W,99,79,44,82,.537,5,12,.417,6,12,.500,13,44,33,12,6,14,18,,28,79,.354,8,24,.333,15,17,.882,14,40,15,12,5,19,17
66,66,1997-03-18,,SEA,W,89,87,33,83,.398,4,15,.267,19,26,.731,20,54,21,7,5,20,24,,31,84,.369,10,28,.357,15,21,.714,14,41,22,12,2,16,28
67,67,1997-03-21,@,IND,W,117,98,40,78,.513,5,8,.625,32,36,.889,14,45,26,6,5,14,23,,38,86,.442,5,14,.357,17,21,.810,15,34,28,8,7,11,30
68,68,1997-03-22,,DET,W,103,88,40,85,.471,7,23,.304,16,19,.842,16,57,30,5,1,15,26,,29,76,.382,4,14,.286,26,39,.667,9,33,15,11,2,9,18
69,69,1997-03-25,,DAL,W,94,92,38,86,.442,5,15,.333,13,15,.867,20,48,29,8,3,12,17,,40,91,.440,5,14,.357,7,11,.636,19,42,23,5,4,13,19
70,70,1997-03-27,@,TOR,W,96,83,40,84,.476,3,11,.273,13,19,.684,15,44,26,8,6,14,15,,34,80,.425,6,16,.375,9,12,.750,15,41,24,9,14,17,19
71,71,1997-03-29,,NJN,W,111,101,45,90,.500,11,24,.458,10,13,.769,13,36,31,9,4,10,16,,39,83,.470,7,16,.438,16,16,1.000,12,41,22,7,0,15,16
72,72,1997-04-01,,BOS,W,111,106,43,77,.558,5,13,.385,20,29,.690,8,44,25,11,8,24,19,,41,96,.427,5,21,.238,19,23,.826,16,41,24,16,1,16,21
73,73,1997-04-03,@,WSB,L,102,110,43,83,.518,4,13,.308,12,16,.750,7,29,27,6,2,11,20,,44,87,.506,4,10,.400,18,25,.720,17,46,27,7,4,12,17
74,74,1997-04-04,,CLE,W,84,71,31,64,.484,3,13,.231,19,30,.633,8,37,22,7,9,8,16,,28,73,.384,4,13,.308,11,16,.688,13,40,17,5,1,13,24
75,75,1997-04-06,@,ORL,W,110,94,39,71,.549,10,19,.526,22,31,.710,12,38,21,9,3,15,21,,33,70,.471,9,19,.474,19,30,.633,9,31,11,9,3,18,21
76,76,1997-04-07,,PHI,W,128,102,53,107,.495,12,22,.545,10,16,.625,28,66,36,11,12,16,26,,38,88,.432,9,24,.375,17,23,.739,10,32,17,6,2,12,16
77,77,1997-04-09,@,IND,W,86,80,30,76,.395,6,15,.400,20,25,.800,17,48,14,13,2,16,24,,29,74,.392,4,18,.222,18,20,.900,14,44,18,7,9,17,18
78,78,1997-04-10,@,NYK,W,105,103,37,88,.420,9,17,.529,22,28,.786,14,37,19,9,4,10,16,,39,80,.488,8,21,.381,17,22,.773,12,45,29,4,4,17,24
79,79,1997-04-13,@,DET,L,91,108,38,83,.458,4,13,.308,11,16,.688,14,41,26,2,1,10,13,,44,87,.506,8,20,.400,12,14,.857,12,41,23,7,3,7,21
80,80,1997-04-14,,TOR,W,117,100,48,96,.500,12,29,.414,9,12,.750,13,50,44,8,11,9,22,,37,92,.402,4,14,.286,22,28,.786,18,51,20,6,4,12,11
81,81,1997-04-16,@,MIA,L,92,102,38,81,.469,7,15,.467,9,14,.643,10,38,24,4,2,18,26,,36,70,.514,10,20,.500,20,31,.645,8,36,23,13,4,10,22
82,82,1997-04-19,,NYK,L,101,103,40,75,.533,4,11,.364,17,24,.708,5,34,31,9,7,14,22,,37,79,.468,7,18,.389,22,27,.815,9,42,24,7,0,16,25
